"","X","address","attributes","business_id","categories","city","hours","is_open","latitude","longitude","name","postal_code","review_count","stars","state"
"11978",39213,"1133 Williamson St","{'BYOBCorkage': ""'no'"", 'HasTV': 'False', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'False'}","1No65MMinOXLxgEtqpV3vg","Caribbean, Latin American, Restaurants","Madison","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0'}",0,43.0825782,-89.3649184,"Cafe Costa Rica","53703",67,3.5,"WI"
"11987",39252,"101 State St","{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'False', 'HasTV': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False'}","itthpAROLKuP8oks3AaycA","Vegan, British, Food, Bakeries, Fast Food, Restaurants, Breakfast & Brunch, Vegetarian, Cafes","Madison","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0'}",1,43.0746378454,-89.3867960403,"Teddywedgers","53703",33,4,"WI"
"11988",39254,"2531 Monroe St","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True'}","RmwfJrR4__hd5Scae5qsTw","Desserts, Restaurants, Burgers, Ice Cream & Frozen Yogurt, Food","Madison","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:0'}",1,43.0576515,-89.4276171,"Michael's Frozen Custard","53711",72,3.5,"WI"
"12077",39536,"414 W Towne Mall","{'RestaurantsPriceRange2': '2', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""'full_bar'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForDancing': 'False', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False'}","enyOZKWtkvH0VBzfnKveZA","Nightlife, Bars, Event Planning & Services, Active Life, Party & Event Planning, Arts & Entertainment, Restaurants, Arcades, Bowling, Eatertainment, American (Traditional)","Madison","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}",1,43.0552755,-89.5059138,"Dave & Buster's","53719",57,2,"WI"
"12111",39638,"829 E Washington Ave","{'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'Music': ""{'dj': False}"", 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'GoodForDancing': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'CoatCheck': 'True', 'Smoking': ""u'outdoor'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True'}","xVpE01l6ZXdEtVf5PkRpDg","Nightlife, Bars, Diners, Restaurants, Southern","Madison","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '10:0-14:0'}",0,43.0810216648,-89.3740063545,"Julep","53703",98,4,"WI"
"12144",39748,"105 W Main St","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'loud'"", 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'Alcohol': ""'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'HasTV': 'True'}","GjkgXXicSJokejRge-g3xA","Restaurants, Bars, Arts & Entertainment, Lounges, Nightlife, American (New), Wineries, Beer, Wine & Spirits, Food","Madison","{'Monday': '14:0-2:0', 'Tuesday': '14:0-2:0', 'Wednesday': '14:0-2:0', 'Thursday': '14:0-2:0', 'Friday': '14:0-2:30', 'Saturday': '17:0-2:30', 'Sunday': '20:0-2:0'}",1,43.0727149,-89.3844131,"Genna's Lounge","53703",134,4,"WI"
"12155",39783,"27 E Main St","{'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': False}"", 'DogsAllowed': 'False', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'GoodForKids': 'False'}","NyGlEmuYcpZSKfk6IwJeSw","Japanese, Asian Fusion, Restaurants, Bars, Taiwanese, Cocktail Bars, Pubs, Nightlife, Chinese, Sushi Bars","Madison","{'Monday': '17:0-3:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-2:0', 'Saturday': '16:0-2:0', 'Sunday': '17:0-2:0'}",1,43.074343,-89.381956,"Tavernakaya","53703",169,3.5,"WI"
"12179",39892,"515 University Ave","{'Caters': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'True', 'HasTV': 'False'}","n5BPR_prEPB4B3lxUpoX4g","Pizza, Restaurants","Madison","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-3:0', 'Saturday': '10:0-3:0', 'Sunday': '10:0-23:0'}",1,43.072826,-89.394966,"Papa John's Pizza","53703",19,3,"WI"
"12364",40487,"411 W Gilman St","{'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","z9lOfnUorcbWR_xS0DSeHw","Chinese, Seafood, Dim Sum, Soup, Town Car Service, Asian Fusion, Limos, Local Services, Restaurants, Transportation, Hotels & Travel, Beauty & Spas, Szechuan, Thai, Day Spas, Septic Services","Madison","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:0'}",1,43.074392,-89.3936635,"Fugu","53703",168,3.5,"WI"
"12408",40621,"1336 Drake St","{'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True'}","1ZkcNwQpIESg8LuAHzye6Q","Coffee & Tea, Food, Restaurants, Delis, Cafes, Breakfast & Brunch, Ice Cream & Frozen Yogurt","Madison","{'Monday': '7:30-15:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:30-17:0'}",1,43.062774,-89.408866,"ZuZu Cafe & Market","53715",66,3.5,"WI"
"12517",40950,"102 N Bedford St Madison Wi","{'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False'}","3EkVn5_YsP0q6LvMfTsVuQ","Food, Coffee & Tea, Cafes, Breakfast & Brunch, Restaurants, Specialty Food","Madison","{'Monday': '9:0-14:30', 'Tuesday': '7:0-15:30', 'Wednesday': '7:0-15:30', 'Thursday': '7:0-15:30', 'Friday': '7:0-15:30', 'Saturday': '8:30-15:30', 'Sunday': '9:0-16:0'}",1,43.0697329,-89.393678,"Cafe Social","53703",8,4.5,"WI"
"12520",40969,"1401 University Ave","{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False'}","K3790-2nF-iHvfPMnthLaQ","Vietnamese, Japanese, Korean, Restaurants","Madison","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}",0,43.0731376,-89.4092065,"Coreana","53715",5,3.5,"WI"
"12527",40987,"5821 Femrite Dr","{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': 'None', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False'}","ZaTbKhLraYurkcT7LrkSOA","Restaurants, Coffee & Tea, Food, Coffee Roasteries","Madison","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0'}",1,43.0509947,-89.2788632,"JBC Coffee Roasters","53718",16,5,"WI"
"12566",41113,"2221 Mustang Way","{'RestaurantsPriceRange2': '1'}","DkSUZM4uBoTRkRzWWT5syw","Restaurants, Bakeries, Food, Donuts","Madison",NA,1,43.0647361,-89.2931083,"Oakhouse Farm Bakery","53718",4,4,"WI"
"12626",41302,"1308 W Dayton St, Fl 1, Union S","{'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","ZoZWONMz3tzxRLOSQEJosQ","Beer Bar, Nightlife, Bars, Coffee & Tea, Food, Wine Bars, Delis, Restaurants","Madison","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-0:0', 'Saturday': '7:0-0:0', 'Sunday': '7:0-23:0'}",1,43.0717653,-89.4081342,"Prairie Fire","53715",9,2.5,"WI"
"12671",41458,"4000 University Ave","{'GoodForKids': 'True', 'NoiseLevel': ""u'loud'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","NpjFkuhBX-LU-hf_FnJzKg","Restaurants, Mexican","Madison","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",0,43.0754424,-89.4538419,"Laredo's","53705",11,3.5,"WI"
"12752",41731,"Library Mall","{'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'False'}","reYRFKmwGNNaRkRsbIjr6w","Food Trucks, Restaurants, Thai, Food","Madison",NA,1,43.0755245,-89.3989878,"Thai Riffic","",3,3,"WI"
"12771",41802,"2009 Atwood Ave","{'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'Corkage': 'False', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'Alcohol': ""'full_bar'""}","aWYWNfHuQJyRwDHaHq8X1w","Mexican, Tex-Mex, Restaurants","Madison","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-21:0'}",1,43.0920977,-89.3547317,"Tex Tubb's Taco Palace","53704",349,3.5,"WI"
"12825",41974,"101 King St","{'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'BikeParking': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsGoodForGroups': 'True', 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'CoatCheck': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'HappyHour': 'True', 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'no'"", 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'WheelchairAccessible': 'True'}","cTPdZ9Va0HCLESf5gNnXwA","Nightlife, Burgers, Bars, Pizza, American (New), Lounges, Restaurants","Madison","{'Monday': '0:0-0:0', 'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '12:0-2:0', 'Saturday': '9:0-2:0', 'Sunday': '9:0-2:0'}",1,43.0745234172,-89.3815466467,"Lucille","53703",258,4,"WI"
